# SHEtoken WEI Historical — 2024 | Global WEI: 55.9
# Event-reversal model from 2025 baseline
# (c) 2026 SHE Foundation
#
rank,country,iso_code,region,tier,population_millions,empowerment_score,education_score,economic_score,health_score,bodily_autonomy_score,safety_justice_score,dignity_welfare_score,digital_social_score,violence_penalty_score,wei_score,population_weight,ticker,year,wei_version,data_source,verified,notes,data_source
1,Iceland,ISL,Europe,1,0.4,94.8,97.8,87.8,96.9,95.8,91.9,91.8,95.1,8.1,93.2,1.0,SHE-ISL,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
2,Norway,NOR,Europe,1,5.4,92.8,96.8,85.8,97.9,94.8,90.9,90.8,94.1,8.1,92.2,1.0,SHE-NOR,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
3,Finland,FIN,Europe,1,5.5,91.8,97.8,84.8,96.9,93.8,89.9,89.8,93.1,8.1,91.4,1.0,SHE-FIN,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
4,Sweden,SWE,Europe,1,10.4,90.8,96.8,86.8,96.9,94.8,88.9,90.8,94.1,10.1,91.4,1.0,SHE-SWE,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
5,Denmark,DNK,Europe,1,5.9,88.8,95.8,84.8,95.9,92.8,87.9,89.8,92.1,9.1,90.0,1.0,SHE-DNK,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
6,New Zealand,NZL,Oceania,1,5.1,87.8,96.8,82.8,95.9,91.8,86.9,87.8,90.1,13.1,88.6,1.0,SHE-NZL,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
7,Netherlands,NLD,Europe,1,17.5,83.8,95.8,81.8,96.9,89.8,84.9,87.8,90.1,12.1,87.4,1.0,SHE-NLD,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
8,Canada,CAN,N. America,1,38.2,84.8,96.8,79.8,95.9,90.8,83.9,86.8,90.1,14.1,87.1,1.0,SHE-CAN,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
9,Switzerland,CHE,Europe,1,8.7,82.8,95.8,81.8,96.9,88.8,83.9,87.8,88.1,10.1,87.0,1.0,SHE-CHE,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
10,Germany,DEU,Europe,1,83.2,83.8,94.8,80.8,94.9,89.8,84.9,86.8,89.1,12.1,86.8,1.0,SHE-DEU,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
11,Ireland,IRL,Europe,1,5.1,81.8,96.8,79.8,96.9,87.8,83.9,86.8,88.1,11.1,86.4,1.0,SHE-IRL,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
12,Australia,AUS,Oceania,1,25.9,81.8,95.8,78.8,95.9,89.8,82.9,85.8,88.1,16.1,85.6,1.0,SHE-AUS,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
13,Belgium,BEL,Europe,1,11.5,79.8,95.8,79.8,95.9,87.8,82.9,85.8,87.1,13.1,85.3,1.0,SHE-BEL,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
14,Austria,AUT,Europe,1,9.0,78.8,94.8,78.8,95.9,86.8,81.9,84.8,86.1,12.1,84.5,1.0,SHE-AUT,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
15,United Kingdom,GBR,Europe,1,67.0,78.8,95.8,77.8,94.9,86.8,81.9,83.8,87.1,16.1,84.0,1.0,SHE-GBR,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
16,France,FRA,Europe,1,67.4,77.8,94.8,77.8,94.9,85.8,80.9,83.8,86.1,15.1,83.4,1.0,SHE-FRA,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
17,Spain,ESP,Europe,1,47.4,75.8,95.8,75.8,94.9,84.8,80.9,82.8,85.1,14.1,82.8,1.0,SHE-ESP,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
18,Portugal,PRT,Europe,1,10.3,73.8,94.8,73.8,93.9,83.8,79.9,81.8,83.1,13.1,81.5,1.0,SHE-PRT,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
19,United States,USA,N. America,1,331.0,76.8,95.8,72.8,92.9,81.8,77.9,81.8,86.1,20.1,80.9,1.0,SHE-USA,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
20,Japan,JPN,Asia,1,125.7,67.8,96.8,70.8,97.9,79.8,77.9,81.8,85.1,7.0,80.9,1.0,SHE-JPN,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
21,Israel,ISR,Middle East,1,9.3,71.8,95.8,73.8,94.9,77.8,75.9,77.8,82.1,15.1,79.3,1.0,SHE-ISR,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
22,South Korea,KOR,Asia,1,51.7,64.8,96.8,67.8,96.9,77.8,75.9,79.8,82.1,11.1,78.5,1.0,SHE-KOR,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
23,Uruguay,URY,S. America,1,3.5,71.8,94.8,67.8,92.9,77.8,73.9,75.8,78.1,26.1,76.2,1.0,SHE-URY,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
24,China,CHN,Asia,2,1412.0,61.7,92.6,63.8,89.7,61.8,61.9,63.8,67.9,22.1,67.7,1.0,SHE-CHN,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
25,Argentina,ARG,S. America,2,45.4,59.7,92.6,57.8,90.7,69.8,61.9,65.8,69.9,36.1,67.0,1.0,SHE-ARG,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
26,Ukraine,UKR,Europe,2,43.5,57.7,92.6,61.8,89.7,65.8,59.9,63.8,67.9,28.1,66.6,1.0,SHE-UKR,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
27,Chile,CHL,S. America,2,19.1,57.7,91.6,56.8,89.7,67.8,59.9,63.8,67.9,34.1,65.5,1.0,SHE-CHL,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
28,Russia,RUS,Europe,2,144.1,55.7,91.6,59.8,87.7,61.8,55.9,59.8,63.9,26.1,63.9,1.0,SHE-RUS,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
29,Kazakhstan,KAZ,Central Asia,2,19.1,53.7,91.6,59.8,87.7,59.8,57.9,59.8,61.9,26.1,63.4,1.0,SHE-KAZ,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
30,Philippines,PHL,Asia,2,111.0,64.7,90.6,57.8,81.7,59.8,55.9,57.8,61.9,32.1,62.9,1.0,SHE-PHL,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
31,Vietnam,VNM,Asia,2,97.3,57.7,89.6,55.8,87.7,55.8,57.9,57.8,59.9,20.1,62.9,1.0,SHE-VNM,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
32,Thailand,THA,Asia,2,71.6,56.7,87.6,57.8,87.7,57.8,55.9,57.8,61.9,26.1,62.3,1.0,SHE-THA,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
33,Sri Lanka,LKA,Asia,2,22.2,55.7,91.6,51.8,84.7,57.8,53.9,55.8,57.9,26.1,60.7,1.0,SHE-LKA,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
34,Brazil,BRA,S. America,2,213.0,54.7,89.6,53.8,87.7,63.8,53.9,57.8,61.9,44.1,60.6,1.0,SHE-BRA,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
35,Colombia,COL,S. America,2,51.0,51.7,89.6,49.8,86.7,59.8,53.9,57.8,61.9,42.1,59.2,1.0,SHE-COL,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
36,Mongolia,MNG,Asia,2,3.3,54.7,90.6,51.8,83.7,53.8,51.9,53.8,57.9,36.1,58.2,1.0,SHE-MNG,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
37,Mexico,MEX,N. America,2,128.9,54.7,87.6,47.8,84.7,57.8,49.9,55.8,59.9,46.1,57.2,1.0,SHE-MEX,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
38,Rwanda,RWA,Africa,2,13.5,63.7,83.6,47.8,71.7,51.8,53.9,51.8,49.9,34.1,56.0,1.0,SHE-RWA,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
39,Turkey,TUR,Europe/Asia,2,84.3,47.7,81.6,51.8,85.7,51.8,49.9,53.8,57.9,34.1,56.0,1.0,SHE-TUR,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
40,Namibia,NAM,Africa,2,2.6,60.7,87.6,49.8,75.7,51.8,51.9,51.8,55.9,50.1,55.5,1.0,SHE-NAM,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
41,Bolivia,BOL,S. America,2,11.8,51.7,87.6,47.8,81.7,51.8,49.9,51.8,53.9,40.1,55.1,1.0,SHE-BOL,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
42,Tunisia,TUN,Africa,2,12.0,45.7,84.6,47.8,81.7,49.8,49.9,51.8,55.9,28.1,55.0,1.0,SHE-TUN,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
43,Botswana,BWA,Africa,2,2.6,55.7,86.6,51.8,73.7,51.8,49.9,51.8,53.9,46.1,54.5,1.0,SHE-BWA,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
44,Peru,PER,S. America,2,32.9,49.7,87.6,47.8,81.7,49.8,49.9,51.8,53.9,40.1,54.5,1.0,SHE-PER,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
45,Indonesia,IDN,Asia,2,273.5,43.7,81.6,47.8,77.7,49.8,47.9,49.8,53.9,30.1,52.9,1.0,SHE-IDN,2024,3.0,historical_model,false,Baseline estimate — run pipeline for verified scores,historical_model
